name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
纳吉·阿都拉萨,1,21,12,19,21,16,4,11,25,17,11,8,18,14,17,26,12,9,10,25,22,11,28,18,14,12,14,11,5,5,13,9
纳吉·阿都拉萨,2,4,2,2,2,0,3,1,4,2,0,1,2,2,1,4,1,1,0,3,2,2,2,2,1,2,3,0,0,2,3,2
安华·依布拉欣,1,1,5,1,11,0,0,4,3,1,3,1,3,2,1,9,3,2,4,1,6,0,3,1,1,0,1,0,4,1,1,3
安华·依布拉欣,2,0,2,0,3,0,0,2,3,2,1,0,0,1,1,2,1,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0
马哈迪·莫哈末,1,25,11,13,30,18,8,8,18,19,11,4,13,4,8,22,7,5,9,27,20,12,27,29,7,12,4,3,8,9,8,12
马哈迪·莫哈末,2,2,2,3,5,8,0,2,4,3,2,3,3,1,3,6,4,2,3,5,3,4,5,3,5,3,3,1,1,2,1,6
林冠英,1,3,12,3,1,4,1,5,6,4,2,4,5,3,5,7,3,4,10,4,2,1,5,4,4,3,1,2,4,2,3,1
林冠英,2,5,9,2,3,3,4,3,2,2,1,1,2,0,1,2,0,1,2,1,2,1,0,0,1,0,0,0,0,0,1,0
廖中莱,1,0,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
廖中莱,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
拉菲兹·南利,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拉菲兹·南利,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
潘儉偉,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
潘儉偉,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
罗斯玛·曼梳,1,0,1,1,2,2,1,2,0,0,0,1,1,2,3,0,1,0,0,1,0,0,2,1,0,1,1,0,0,3,1,0
罗斯玛·曼梳,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
曹观友,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
曹观友,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
郑雨周,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
郑雨周,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
魏家祥,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
魏家祥,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
卡巴星,1,1,1,1,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
卡巴星,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
许子根,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
许子根,2,1,3,0,0,1,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
哈迪阿旺,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
哈迪阿旺,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
